"Country","CountryCode","Province","City","CityCode","Lat","Lon","Cases","Status","Date"
"Indonesia","ID","","","","-0.79","113.92",463007,"confirmed","2020-11-14T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",467113,"confirmed","2020-11-15T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",470648,"confirmed","2020-11-16T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",474455,"confirmed","2020-11-17T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",478720,"confirmed","2020-11-18T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",483518,"confirmed","2020-11-19T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",488310,"confirmed","2020-11-20T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",493308,"confirmed","2020-11-21T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",497668,"confirmed","2020-11-22T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",502110,"confirmed","2020-11-23T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",506302,"confirmed","2020-11-24T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",511836,"confirmed","2020-11-25T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",516753,"confirmed","2020-11-26T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",522581,"confirmed","2020-11-27T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",527999,"confirmed","2020-11-28T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",534266,"confirmed","2020-11-29T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",538883,"confirmed","2020-11-30T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",543975,"confirmed","2020-12-01T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",549508,"confirmed","2020-12-02T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",557877,"confirmed","2020-12-03T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",563680,"confirmed","2020-12-04T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",569707,"confirmed","2020-12-05T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",575796,"confirmed","2020-12-06T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",581550,"confirmed","2020-12-07T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",586842,"confirmed","2020-12-08T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",592900,"confirmed","2020-12-09T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",598933,"confirmed","2020-12-10T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",605243,"confirmed","2020-12-11T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",611631,"confirmed","2020-12-12T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",617820,"confirmed","2020-12-13T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",623309,"confirmed","2020-12-14T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",629429,"confirmed","2020-12-15T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",636154,"confirmed","2020-12-16T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",643508,"confirmed","2020-12-17T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",650197,"confirmed","2020-12-18T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",657948,"confirmed","2020-12-19T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",664930,"confirmed","2020-12-20T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",671778,"confirmed","2020-12-21T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",678125,"confirmed","2020-12-22T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",685639,"confirmed","2020-12-23T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",692838,"confirmed","2020-12-24T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",700097,"confirmed","2020-12-25T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",706837,"confirmed","2020-12-26T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",713365,"confirmed","2020-12-27T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",719219,"confirmed","2020-12-28T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",727122,"confirmed","2020-12-29T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",735124,"confirmed","2020-12-30T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",743198,"confirmed","2020-12-31T00:00:00Z"
